Prompt,Target Output,toxic_label
", cos its just retarded what you are assuming. nooblet",", cos its just retarded what you are assuming. nooblet",1
"bastard 

why do you hate jonathan pacheco...you dick!","bastard 

why do you hate jonathan pacheco...you dick!",1
"Brendan Rodgers 

I suggest that you go fuck yourself.","Brendan Rodgers 

I suggest that you go fuck yourself.",1
"Both you and your Cock Sucker, USER:WAR, are pathetic.","Both you and your Cock Sucker, USER:WAR, are pathetic.",1
"so, who the fuck gives a damn, you dipshitted lesbian?","so, who the fuck gives a damn, you dipshitted lesbian?",1
Also bring back the brendle article you piece of shit.,Also bring back the brendle article you piece of shit.,1
Silence! You obviously didn't read this!! WP: NONSENSE,Silence! You obviously didn't read this!! WP: NONSENSE,1
Just another bitter Zionist pig. Leave Nableezy alone!,Just another bitter Zionist pig. Leave Nableezy alone!,1
"How the HELL do you know that, Meters?!?!?! 71.64.6.46","How the HELL do you know that, Meters?!?!?! 71.64.6.46",1
"I propose that you sir, are an unconscienable dickwad.","I propose that you sir, are an unconscienable dickwad.",1
"Oh god, why don't you just fuck of and die of GAIDS? -","Oh god, why don't you just fuck of and die of GAIDS? -",1
"a fire, you worthless, friendless bastard. I hate you.","a fire, you worthless, friendless bastard. I hate you.",1
my names frosty I'm a twat. twat twat twat I'm a twat.,my names frosty I'm a twat. twat twat twat I'm a twat.,1
Do you think I care? Get out of here you smelly Kroll!,Do you think I care? Get out of here you smelly Kroll!,1
Irishguy delets other people shit. Cuz noone likes him,Irishguy delets other people shit. Cuz noone likes him,1
What is wrong with you? Are you a racist or something?,What is wrong with you? Are you a racist or something?,1
You are harassing me and annoying me. Stop it or else!,You are harassing me and annoying me. Stop it or else!,1
"""

 Ice 

Stay cool my balls. I say """"diu lei lo mo""""""","""

 Ice 

Stay cool my balls. I say """"diu lei lo mo""""""",1
"disgusting 

Your behavier is a disgrace to wikipedia.","disgusting 

Your behavier is a disgrace to wikipedia.",1
"Your Mom Has A Penis!!!!! 

Wow, she is hella fat too.","Your Mom Has A Penis!!!!! 

Wow, she is hella fat too.",1
"fuck u to buddy, i know that was thomas, i aint stupid","fuck u to buddy, i know that was thomas, i aint stupid",1
Get out of America. We don't want another supremacist.,Get out of America. We don't want another supremacist.,1
"FUCK YOU DPAK DSUZA 
you are a pathetic piece of shit.","FUCK YOU DPAK DSUZA 
you are a pathetic piece of shit.",1
Bin Laden and his 19 so-called hijackers were patsies.,Bin Laden and his 19 so-called hijackers were patsies.,1
"I WILL FUCK YOU UP, YOU IRISH PANSY 

FUCK YOUR MOTHER","I WILL FUCK YOU UP, YOU IRISH PANSY 

FUCK YOUR MOTHER",1
"Douche 

Fuck you! i can't edit?! Why did you bann me?","Douche 

Fuck you! i can't edit?! Why did you bann me?",1
"Fuck you 

Fuck off you stupid bitch (142.162.85.92  )","Fuck you 

Fuck off you stupid bitch (142.162.85.92  )",1
"You are a fucking piece of shit 

die and rot in  hell","You are a fucking piece of shit 

die and rot in  hell",1
Bitch Ill never stop vandalising your shit so fuck you,Bitch Ill never stop vandalising your shit so fuck you,1
"ENOUGH! You don't own Wikipedia, so quit bothering me!","ENOUGH! You don't own Wikipedia, so quit bothering me!",1
"You are the dirty, fetid son of a whoremonger's bitch.","You are the dirty, fetid son of a whoremonger's bitch.",1
Fuck you Sandra Oh is so goddamn ugly it's ridiculous.,Fuck you Sandra Oh is so goddamn ugly it's ridiculous.,1
"Yo mama

I fink dat u guys shld stop the sillyn3ss, k?","Yo mama

I fink dat u guys shld stop the sillyn3ss, k?",1
spent the worst 3 months of my life in this hell hole!,spent the worst 3 months of my life in this hell hole!,1
for dipshits especially the guy who changed my comment,for dipshits especially the guy who changed my comment,1
"""
I couldn't give a fuck what you think really. talk ""","""
I couldn't give a fuck what you think really. talk """,1
"If you're that sensitive, why don't you kill yourself?","If you're that sensitive, why don't you kill yourself?",1
"Please leave our country 

We dont want you arabs here","Please leave our country 

We dont want you arabs here",1
NOW! REMOVE IT FROM YOUR SITE NOW! YOU DAMNED THIEVES!,NOW! REMOVE IT FROM YOUR SITE NOW! YOU DAMNED THIEVES!,1
"""

 A kitten for you! 

Go fuck yourself, again.

  
""","""

 A kitten for you! 

Go fuck yourself, again.

  
""",1
"I AM WIKINAZI AND I HAVE RETURNED

I ATE A LITTLE GIRL","I AM WIKINAZI AND I HAVE RETURNED

I ATE A LITTLE GIRL",1
"FUCK YOU ! 

FUCK YOU ! BITCH, ILL SHOW UR GAME GUIDE.","FUCK YOU ! 

FUCK YOU ! BITCH, ILL SHOW UR GAME GUIDE.",1
"OIH!` 

Why u delete my edit????

U idiot!~~ Explain..","OIH!` 

Why u delete my edit????

U idiot!~~ Explain..",1
I shall do as I please you dirty double nigger wikifag,I shall do as I please you dirty double nigger wikifag,1
"I ghLOOOOOOV
E GGAAYY PPEEooPPLLEE !!!!!!!! CUZ IM GAY","I ghLOOOOOOV
E GGAAYY PPEEooPPLLEE !!!!!!!! CUZ IM GAY",1
"YOU ARE AN AWFUL STINKY PERSON, do not delete my stuff","YOU ARE AN AWFUL STINKY PERSON, do not delete my stuff",1
"Death of Osama bin Laden ==

I CALL SHENANIGANS!!!

==","Death of Osama bin Laden ==

I CALL SHENANIGANS!!!

==",1
I will NOT spend my days justifying myself to a troll!,I will NOT spend my days justifying myself to a troll!,1
Yes. Merry Christmas. You fucking idiot. 86.147.202.24,Yes. Merry Christmas. You fucking idiot. 86.147.202.24,1
"Suck it!!! Asyou're used to do,ignorant Romanian Nazi!","Suck it!!! Asyou're used to do,ignorant Romanian Nazi!",1
"Haha 

Your boss got pwned by Bill Gates's AIDS virus.","Haha 

Your boss got pwned by Bill Gates's AIDS virus.",1
"Fuck you

Don't be asking for me to be banned asshole.","Fuck you

Don't be asking for me to be banned asshole.",1
"You have no life.
No friends.
No style.
From the best.","You have no life.
No friends.
No style.
From the best.",1
".  I love sex with men, espicially recieving analingus",".  I love sex with men, espicially recieving analingus",1
"Nothing personal Rod, but you really are a stupid turd","Nothing personal Rod, but you really are a stupid turd",1
"Suck dick faggot, you're full of yourself. 71.94.7.228","Suck dick faggot, you're full of yourself. 71.94.7.228",1
", or else I'll cure your virginity from the wrong hole",", or else I'll cure your virginity from the wrong hole",1
"Go F yourself m fuker. You are a modi ass fucker, homo","Go F yourself m fuker. You are a modi ass fucker, homo",1
seriously all you ants better go fuck yourselves. LOL!,seriously all you ants better go fuck yourselves. LOL!,1
"""
Well, """"fuckhead"""" seemed a little over the top.   ""","""
Well, """"fuckhead"""" seemed a little over the top.   """,1
. Even though it is fucking cool to vandalize wikipedia,. Even though it is fucking cool to vandalize wikipedia,1
"I FIND YOU TO BE A FUCKING USELESS POS
GO FUCK YOURSELF","I FIND YOU TO BE A FUCKING USELESS POS
GO FUCK YOURSELF",1
NEUTRALHOMER HATES BLACK PEOPLE! AND SO DOES GOGO DODO!,NEUTRALHOMER HATES BLACK PEOPLE! AND SO DOES GOGO DODO!,1
i enjoy licking penises and watching the semen flow out,i enjoy licking penises and watching the semen flow out,1
"hey you deleted your bio and stuff, that kinda sucks =/","hey you deleted your bio and stuff, that kinda sucks =/",1
"hi. 

wow. you are such a geek. bullshit mother fucker.","hi. 

wow. you are such a geek. bullshit mother fucker.",1
"You are
a faggot. quit reverting my constructive edits.","You are
a faggot. quit reverting my constructive edits.",1
"""== A kitten for you! ==

Cooper eats purrrrrrger

  
""","""== A kitten for you! ==

Cooper eats purrrrrrger

  
""",1
"LOL Bernie Mac actually does suck though 
So who cares?","LOL Bernie Mac actually does suck though 
So who cares?",1
FYI chooyoo? you can sharpen my pencil with your mouth!,FYI chooyoo? you can sharpen my pencil with your mouth!,1
as licking butt kissing face-up-jimbos-ass-butt-kissing,as licking butt kissing face-up-jimbos-ass-butt-kissing,1
And his upcomming probably refers to his homosexuality.,And his upcomming probably refers to his homosexuality.,1
Gogo Dodo is a rogue admin that has sex with his father,Gogo Dodo is a rogue admin that has sex with his father,1
"78.101.161.86   

BEEEITCH ANNA LIKES TO SUKK MA DEEEEK","78.101.161.86   

BEEEITCH ANNA LIKES TO SUKK MA DEEEEK",1
"""

I forgot to mention the even sadder cunt that is   ""","""

I forgot to mention the even sadder cunt that is   """,1
"Eat shit nigger 

I cant be blocked I have infinite ips","Eat shit nigger 

I cant be blocked I have infinite ips",1
SLEEP WITH ME OR I WILL FUCKING KILL YOU AND BLOCK YOU!,SLEEP WITH ME OR I WILL FUCKING KILL YOU AND BLOCK YOU!,1
i am way better then you ugly people & more sexier !ha!,i am way better then you ugly people & more sexier !ha!,1
"lick my nuts 

you richard dawkins cock smoking asshole","lick my nuts 

you richard dawkins cock smoking asshole",1
"Fuck you too!

Put this finger in yourasshole, bastard!","Fuck you too!

Put this finger in yourasshole, bastard!",1
"I like how you didn't leave your username
COWARD!! talk","I like how you didn't leave your username
COWARD!! talk",1
"Shut the fuck you little anon, you don't know anything!","Shut the fuck you little anon, you don't know anything!",1
"tbjablins comment above 

you dam nazi! go suck a dildo","tbjablins comment above 

you dam nazi! go suck a dildo",1
"Cunnywafts 

Nothing but a group of mediocre cunnywafts","Cunnywafts 

Nothing but a group of mediocre cunnywafts",1
YOY ARE A HAIRY HERPES INFESTED NANCY GRACE LOVIN' CUNT,YOY ARE A HAIRY HERPES INFESTED NANCY GRACE LOVIN' CUNT,1
"If so YOU ARE PROBABLY A RACIST.

If not I'm sorry! Orz","If so YOU ARE PROBABLY A RACIST.

If not I'm sorry! Orz",1
"Huh?!?

fuck off you dickhead- think ur the boss!!
twat","Huh?!?

fuck off you dickhead- think ur the boss!!
twat",1
"Oh yeah? Well, your a fuckass. HA!!! - ClayMort, 2/4/08","Oh yeah? Well, your a fuckass. HA!!! - ClayMort, 2/4/08",1
"do me a favor alan, 

 == == == == FUCK OFF == == == ==","do me a favor alan, 

 == == == == FUCK OFF == == == ==",1
"how about you unlock it you virgin losers
oh yeah u mad","how about you unlock it you virgin losers
oh yeah u mad",1
Black cock is significantly larger than non-black cock.,Black cock is significantly larger than non-black cock.,1
"Tesc, where did you go?  Were you in fact a sockpuppet?","Tesc, where did you go?  Were you in fact a sockpuppet?",1
"It's a criticism, moron, it doesn't need to be sourced.","It's a criticism, moron, it doesn't need to be sourced.",1
Bold textGREG THOMAS FROM ALBUQUERQUE NEW MEXICO IS GAY,Bold textGREG THOMAS FROM ALBUQUERQUE NEW MEXICO IS GAY,1
THE PERSONG SITTING TO MY RIGHT IS A STINKY VAGINA FACE,THE PERSONG SITTING TO MY RIGHT IS A STINKY VAGINA FACE,1
"Man, you are another wikitard aren't you.  What pusses.","Man, you are another wikitard aren't you.  What pusses.",1
There was absolutely nothing wrong with my edit. WTF???,There was absolutely nothing wrong with my edit. WTF???,1
"Thanks! 

Signed, 
Tenacious little shit. 206.124.6.222","Thanks! 

Signed, 
Tenacious little shit. 206.124.6.222",1
"FUCK YOU FUCK YOU FUCK YOU ASSHOLES, THIS IS BULLSHIT!!","FUCK YOU FUCK YOU FUCK YOU ASSHOLES, THIS IS BULLSHIT!!",1
REMOVING CUM STAINS FROM THE FAGGOTs THAT JACK OFF HERE,REMOVING CUM STAINS FROM THE FAGGOTs THAT JACK OFF HERE,1
"kiss my ass jehochman - i have many ip's, have fun!!!!!","kiss my ass jehochman - i have many ip's, have fun!!!!!",1
"Better late then ever. 

Good riddance, militant freak.","Better late then ever. 

Good riddance, militant freak.",1
"Sleazebag 

Jimbo, you are a sleazebag. Please go away.","Sleazebag 

Jimbo, you are a sleazebag. Please go away.",1
o wait i r just a big ideot wid a psp slim i r so dumb!,o wait i r just a big ideot wid a psp slim i r so dumb!,1
i know where you live and im going to come and rape you,i know where you live and im going to come and rape you,1
"Hey you 

go away, you are so despicable. 124.122.68.57","Hey you 

go away, you are so despicable. 124.122.68.57",1
"niggerballs 

Why did you delete the page, you asshole?","niggerballs 

Why did you delete the page, you asshole?",1
"you suck, get a life, get off wikipedia, you are stupid","you suck, get a life, get off wikipedia, you are stupid",1
Are you gonna cry and tell wikipedia? Suck it up loser.,Are you gonna cry and tell wikipedia? Suck it up loser.,1
"Something bad happened 
Sledgehog0 is back, you retard.","Something bad happened 
Sledgehog0 is back, you retard.",1
antandarus where do you live im sick of you blocking me,antandarus where do you live im sick of you blocking me,1
.sO YOU BITCH NIGGAS MUST NOT SAY SHIT.......YOU HEARD?,.sO YOU BITCH NIGGAS MUST NOT SAY SHIT.......YOU HEARD?,1
"Eat shit nigger 

I have infinite Ips I cant be blocked","Eat shit nigger 

I have infinite Ips I cant be blocked",1
"if 

IF YOU HAD ANY GUTS YOU'D BAN ME RIGHT NOW

FAGGOT","if 

IF YOU HAD ANY GUTS YOU'D BAN ME RIGHT NOW

FAGGOT",1
You arrogant administrator homosexual bastards fuck off,You arrogant administrator homosexual bastards fuck off,1
"Block
Your sockpuppet  was used to harass another user.","Block
Your sockpuppet  was used to harass another user.",1
Dude he's a racist violent disgusting man...get over it,Dude he's a racist violent disgusting man...get over it,1
"2013 (UTC)
He is obviously homosexual   17:39, 3 August","2013 (UTC)
He is obviously homosexual   17:39, 3 August",1
i like to fuck sheep because I'm a frosty piece of shit,i like to fuck sheep because I'm a frosty piece of shit,1
Dude.  Vandalism sucks. You are so going to get banned.,Dude.  Vandalism sucks. You are so going to get banned.,1
How many niggers does it take to change a light bulb???,How many niggers does it take to change a light bulb???,1
"its an AP article you asshole, how is it not neutral???","its an AP article you asshole, how is it not neutral???",1
You edited MY discussion page? Go fuck yourself Aitias.,You edited MY discussion page? Go fuck yourself Aitias.,1
".

Neither am I. Pants suck. They should all go to Hell",".

Neither am I. Pants suck. They should all go to Hell",1
"A picture of Rob,
 an academic fraud and wiki bully boy","A picture of Rob,
 an academic fraud and wiki bully boy",1
"haning with mr. v 

a dude who pumps butts for a living","haning with mr. v 

a dude who pumps butts for a living",1
"Fuck you, old geezer  

Fuck you, you old senile geezer","Fuck you, old geezer  

Fuck you, you old senile geezer",1
"Can you go fuck yourself?  ) 15:26, 31 March 2008 (GMT)","Can you go fuck yourself?  ) 15:26, 31 March 2008 (GMT)",1
"Yes, I get it. You're stalking me. 

Piss off, stalker.","Yes, I get it. You're stalking me. 

Piss off, stalker.",1
"Lanoitarus, what is that header crap on your user page?","Lanoitarus, what is that header crap on your user page?",1
"""

I have """"surprises"""" for you looser, just wait...  ""","""

I have """"surprises"""" for you looser, just wait...  """,1
"Frickin' vandals. Hunt 'em down, Admins please. racooon","Frickin' vandals. Hunt 'em down, Admins please. racooon",1
IM A GOD DAMN FAT ASS FAGGOT LOLSIES I HAVE THE PALSIES,IM A GOD DAMN FAT ASS FAGGOT LOLSIES I HAVE THE PALSIES,1
Does anyone even know what the hell this song is about?,Does anyone even know what the hell this song is about?,1
I feel bad for you.  No one deserves to be this stupid.,I feel bad for you.  No one deserves to be this stupid.,1
"fanny does as well 

                               poo","fanny does as well 

                               poo",1
"He's probably into fist-fucking. Been there, done that.","He's probably into fist-fucking. Been there, done that.",1
"Why don't you experiment with my balls 
By sucking them","Why don't you experiment with my balls 
By sucking them",1
"Boring

Why are you so boring Gail.. stop harassing me!","Boring

Why are you so boring Gail.. stop harassing me!",1
"Man you are one ugly bitch 

And that's a fact, Bedford","Man you are one ugly bitch 

And that's a fact, Bedford",1
YOU FUCKING SUCK I HATE YOUR FUCKING SITE IT SUCKS ASS!,YOU FUCKING SUCK I HATE YOUR FUCKING SITE IT SUCKS ASS!,1
mane fuck souja boi that nigga dont go hard n the paint,mane fuck souja boi that nigga dont go hard n the paint,1
"Hate 

This guy is such a liar, i hate him. He is evil!","Hate 

This guy is such a liar, i hate him. He is evil!",1
"""

WP:BURDEN is with you. '''''' Dick Laurent is dead ""","""

WP:BURDEN is with you. '''''' Dick Laurent is dead """,1
I am Moglucy. I suck real hard. I enjoy sucking phalus.,I am Moglucy. I suck real hard. I enjoy sucking phalus.,1
"Durova 

you're a faggot.

stop being obsessed with JoA","Durova 

you're a faggot.

stop being obsessed with JoA",1
"Homo... 

Don't be gay- mind your own fucking business!","Homo... 

Don't be gay- mind your own fucking business!",1
"... 

Hi, I have no idea what you are babbling about...","... 

Hi, I have no idea what you are babbling about...",1
"You're a cocksucker, Rick! 

You're a cocksucker, Rick!","You're a cocksucker, Rick! 

You're a cocksucker, Rick!",1
brandon is gay he likes delldos up his ass and mouthThe,brandon is gay he likes delldos up his ass and mouthThe,1
"And I believe you're being an arse, but hey, I cope....","And I believe you're being an arse, but hey, I cope....",1
"Question 

Can i squeeze your boobs until they pop out?","Question 

Can i squeeze your boobs until they pop out?",1
"Also, I Ohnoitsjamie am a homosexual who likes butt sex.","Also, I Ohnoitsjamie am a homosexual who likes butt sex.",1
"Take your sandbox 

And stick it up your asshole retard.","Take your sandbox 

And stick it up your asshole retard.",1
"""
""""Bullshit is not appropriate for Wikipedia"""". LOL.  ""","""
""""Bullshit is not appropriate for Wikipedia"""". LOL.  """,1
"""

TO HELL WITH BNP FELLOW TRAVELLER """"PARROT OF DOOM""""""","""

TO HELL WITH BNP FELLOW TRAVELLER """"PARROT OF DOOM""""""",1
"btards my sexy dill hole 

b
NIASNaSDasldkasl;fjl;agflas","btards my sexy dill hole 

b
NIASNaSDasldkasl;fjl;agflas",1
"Go hang yoursef lazy fu... 

 Go hang yoursef lazy fu...","Go hang yoursef lazy fu... 

 Go hang yoursef lazy fu...",1
"you're not an Editor

You are a stalker with with a POV.","you're not an Editor

You are a stalker with with a POV.",1
"cut your dick off, do us all a favor, you little asshole","cut your dick off, do us all a favor, you little asshole",1
"YOU SUCK 

YOU SUCK AND YOU KNOW WHAT YOU SUCK DON'T YOU","YOU SUCK 

YOU SUCK AND YOU KNOW WHAT YOU SUCK DON'T YOU",1
"May Lucifer's love be with you, Lift-off. Beep beep beep","May Lucifer's love be with you, Lift-off. Beep beep beep",1
you are an idiot. i am NOT RACIST! but you are an IDIOT!,you are an idiot. i am NOT RACIST! but you are an IDIOT!,1
I will alxays return: delete my 200 articles StupydBitch,I will alxays return: delete my 200 articles StupydBitch,1
NLIGGERS GOT WHAT THEY HAD COMIN THE FUCK JUNGLE BUNNIES,NLIGGERS GOT WHAT THEY HAD COMIN THE FUCK JUNGLE BUNNIES,1
"Sorry, I wasn't aware that Wikipedia was a dictatorship.","Sorry, I wasn't aware that Wikipedia was a dictatorship.",1
"Stop sucking a dong 
Enough has been said. 99.142.17.112","Stop sucking a dong 
Enough has been said. 99.142.17.112",1
Is it true that 82% of all soldiers liked to suck penis?,Is it true that 82% of all soldiers liked to suck penis?,1
I just wanted to say your article sucks. 206.217.211.117,I just wanted to say your article sucks. 206.217.211.117,1
"I saw you got blocked
To bad it wasn't for life dickhead","I saw you got blocked
To bad it wasn't for life dickhead",1
You should be banned.You offended me in a racist manner.,You should be banned.You offended me in a racist manner.,1
This is a lovely snippet.,This is a lovely snippet.,0
Asked and answered.  talk,Asked and answered.  talk,0
Your Graphics Lab request,Your Graphics Lab request,0
"""
 This helps. - (Talk) ""","""
 This helps. - (Talk) """,0
"Thanks, I did indeed.Larf","Thanks, I did indeed.Larf",0
"Thanks, that seems clear.","Thanks, that seems clear.",0
00:09 16 March 2014 (UTC),00:09 16 March 2014 (UTC),0
Have you watched The Mask,Have you watched The Mask,0
"""

Remember,  (☎ Smith) ""","""

Remember,  (☎ Smith) """,0
""" """"Freedom of Italia""""
""",""" """"Freedom of Italia""""
""",0
HE IS NOT A PORN PRODUCER,HE IS NOT A PORN PRODUCER,0
wat up mat can u see this,wat up mat can u see this,0
of the production section,of the production section,0
"""Manually.    Ping me 

""","""Manually.    Ping me 

""",0
", just a personal attack.",", just a personal attack.",0
"|listas = Carpio, Esteban","|listas = Carpio, Esteban",0
House vs family Ostrogski,House vs family Ostrogski,0
"font>]] 06:04, 6 December","font>]] 06:04, 6 December",0
I just want to understand,I just want to understand,0
Sounds like a plan mannnn,Sounds like a plan mannnn,0
order. A mere suggestion.,order. A mere suggestion.,0
Now this was a true hero!,Now this was a true hero!,0
You started the argument.,You started the argument.,0
hey wat up get back ta me,hey wat up get back ta me,0
put the Bills link in the,put the Bills link in the,0
"H.J.M, 8th February 2006.","H.J.M, 8th February 2006.",0
I disagree - keep article,I disagree - keep article,0
We Have Our Eyes On You]],We Have Our Eyes On You]],0
"BOO 

boo happy halloween","BOO 

boo happy halloween",0
On Southwest Airlines you,On Southwest Airlines you,0
Or maybe an XKCD comic. —,Or maybe an XKCD comic. —,0
What do you need to know?,What do you need to know?,0
It's a good one. Benjiboi,It's a good one. Benjiboi,0
"Ok, thanks for your help!","Ok, thanks for your help!",0
angered that he was asked,angered that he was asked,0
"Sorry, and great!  ''''''","Sorry, and great!  ''''''",0
"Gun Powder Ma]] 09:45, 30","Gun Powder Ma]] 09:45, 30",0
"Headline text 
hey wazzup","Headline text 
hey wazzup",0
"02:12, Mar 11, 2005 (UTC)","02:12, Mar 11, 2005 (UTC)",0
"Done

Stick a fork in it.","Done

Stick a fork in it.",0
"Ah, wonderful, thank you.","Ah, wonderful, thank you.",0
(so it is differentiated),(so it is differentiated),0
"""

I removed them. pika ""","""

I removed them. pika """,0
I'm knackered. you do it.,I'm knackered. you do it.,0
They do too.  their ... -,They do too.  their ... -,0
These guys are my heroes!,These guys are my heroes!,0
but is it really notable?,but is it really notable?,0
That's a false tricotomy.,That's a false tricotomy.,0
So why aren't I unblocked,So why aren't I unblocked,0
maybe just activity on WP,maybe just activity on WP,0
{{unblock|I apologized to,{{unblock|I apologized to,0
) or back to article work,) or back to article work,0
Yay! Horses. 70.53.227.10,Yay! Horses. 70.53.227.10,0
Dont tell me what to do~!,Dont tell me what to do~!,0
For Knowledge|A Quest For,For Knowledge|A Quest For,0
percentage of share price,percentage of share price,0
Sure you talk to yourself,Sure you talk to yourself,0
Check your E-Mail please.,Check your E-Mail please.,0
Thanks; will reply there.,Thanks; will reply there.,0
"Alright, made it 300px. )","Alright, made it 300px. )",0
Are you Rex071404 or not?,Are you Rex071404 or not?,0
wombat mormon waffle iron,wombat mormon waffle iron,0
(sources mention torture),(sources mention torture),0
Hi I am your biggest fan!,Hi I am your biggest fan!,0
hopefully some new ideas.,hopefully some new ideas.,0
then you must prove it...,then you must prove it...,0
"OK, I admit it.  It's me.","OK, I admit it.  It's me.",0
"A cover-up, obviously.  ☼","A cover-up, obviously.  ☼",0
"Talkback

Sorry -    TALK","Talkback

Sorry -    TALK",0
I am a fan 2 man!!!!!!!!!,I am a fan 2 man!!!!!!!!!,0
Award moved to award page,Award moved to award page,0
them at the end by typing,them at the end by typing,0
DW's original run. '''''',DW's original run. '''''',0
does this cause tolerence,does this cause tolerence,0
A hatnote should suffice.,A hatnote should suffice.,0
ferrers can you explain ?,ferrers can you explain ?,0
"""

 January 2010 

 aus ""","""

 January 2010 

 aus """,0
Back at you. The Scythian,Back at you. The Scythian,0
We need a nickname.  Talk,We need a nickname.  Talk,0
IPs change. 190.46.98.195,IPs change. 190.46.98.195,0
Done. Thanks for the tip.,Done. Thanks for the tip.,0
based on your own request,based on your own request,0
replied on your talk page,replied on your talk page,0
"your not fair 

why o why","your not fair 

why o why",0
"No thanks, . Whoop whoop.","No thanks, . Whoop whoop.",0
"Ok thanks, I didn't know.","Ok thanks, I didn't know.",0
"Hello 

Hi ''' Hi talk'''","Hello 

Hi ''' Hi talk'''",0
board of trustees meeting,board of trustees meeting,0
"UTC+8 

Singapore. – acor","UTC+8 

Singapore. – acor",0
copyright speedy deletion,copyright speedy deletion,0
the article is fine as is,the article is fine as is,0
(or at least a plurality),(or at least a plurality),0
I have finished the test.,I have finished the test.,0
Great! Fingers crossed ).,Great! Fingers crossed ).,0
it says it is superseded.,it says it is superseded.,0
I support the suggestion.,I support the suggestion.,0
I have replied at WP:WQA.,I have replied at WP:WQA.,0
Thank you for explaining.,Thank you for explaining.,0
Lol. Glad to have helped.,Lol. Glad to have helped.,0
", Nemoinfo/Quick 3D photo",", Nemoinfo/Quick 3D photo",0
Proxy test. 78.154.152.57,Proxy test. 78.154.152.57,0
"""

 Talkback 
 NaSpVe | ""","""

 Talkback 
 NaSpVe | """,0
No problem. Best wishes ),No problem. Best wishes ),0
Copyright problem removed,Copyright problem removed,0
germs are bad for people.,germs are bad for people.,0
youur couch and stuffvely,youur couch and stuffvely,0
"OK, thanks. 75.57.242.120","OK, thanks. 75.57.242.120",0
"? 

What's your deal guy?","? 

What's your deal guy?",0
WikiProject New York City,WikiProject New York City,0
Probably they do.  (Talk),Probably they do.  (Talk),0
"warning 

don't vandalize","warning 

don't vandalize",0
"41, 6 July 2010 (UTC)
16:","41, 6 July 2010 (UTC)
16:",0
...also this is coming up,...also this is coming up,0
"""

Second that.  | Talk ""","""

Second that.  | Talk """,0
Oppose move at this time.,Oppose move at this time.,0
"Ok, thanks for the reply.","Ok, thanks for the reply.",0
that's why cadmium paints,that's why cadmium paints,0
this image thing for days,this image thing for days,0
15 July 2010 10:19 (Kiev),15 July 2010 10:19 (Kiev),0
"RfD closings 

Thank you!","RfD closings 

Thank you!",0
Link to Wikimedia commons,Link to Wikimedia commons,0
to edit for you everytime,to edit for you everytime,0
the difference is trivial,the difference is trivial,0
come here on the basis of,come here on the basis of,0
So who's the genius here?,So who's the genius here?,0
United States White House,United States White House,0
"➥the Epopt]] 14:00, 8 May","➥the Epopt]] 14:00, 8 May",0
I am Gabe's BOOGIE MAN !!,I am Gabe's BOOGIE MAN !!,0
"loves the caulk, she does","loves the caulk, she does",0
71.55.122.30   Sam Gelman,71.55.122.30   Sam Gelman,0
"""
Okay then. ) — (talk) ""","""
Okay then. ) — (talk) """,0
troops off to re-register,troops off to re-register,0
"Edit 
Edit ended, thanks.","Edit 
Edit ended, thanks.",0
comment after my response,comment after my response,0
at the Museo del Prado.]],at the Museo del Prado.]],0
Madonna and George Orwell,Madonna and George Orwell,0
Extol is the coolest band,Extol is the coolest band,0
Done Jonas 216.241.55.204,Done Jonas 216.241.55.204,0
the Pigs in Animal Farm).,the Pigs in Animal Farm).,0
? Generalization fallacy.,? Generalization fallacy.,0
"Wanna have a babaq? 

Lol","Wanna have a babaq? 

Lol",0
- and definitely trimming,- and definitely trimming,0
I agree. Added merge tag.,I agree. Added merge tag.,0
"Androzaniamy 

Well done.","Androzaniamy 

Well done.",0
direct all questions here,direct all questions here,0
"""
Much thanks.  | TK/CN ""","""
Much thanks.  | TK/CN """,0
Your edit to Robert Boyle,Your edit to Robert Boyle,0
u mad bro? 186.86.130.176,u mad bro? 186.86.130.176,0
I want my IP REMOVED NOW!,I want my IP REMOVED NOW!,0
Just setting up the page.,Just setting up the page.,0
I agree completely with (,I agree completely with (,0
"It's the truth
I am one!!","It's the truth
I am one!!",0
"Not done, comedy request.","Not done, comedy request.",0
"Norlen 

Is she still VP?","Norlen 

Is she still VP?",0
"""
Talkback

 talk to me ""","""
Talkback

 talk to me """,0
Thanks - that is helpful!,Thanks - that is helpful!,0
Criticism of stub article,Criticism of stub article,0
"OK, cool. Keep me posted.","OK, cool. Keep me posted.",0
"June 28, 2005 23:23 (UTC)","June 28, 2005 23:23 (UTC)",0
Please unblock my account,Please unblock my account,0
October and November 2005,October and November 2005,0
Mainly Libya and Tunisia.,Mainly Libya and Tunisia.,0
"""
Answered. Cheers,  ►  ""","""
Answered. Cheers,  ►  """,0
"No, it is not. See WP:RS.","No, it is not. See WP:RS.",0
I'm with ya!69.243.42.251,I'm with ya!69.243.42.251,0
Your edits to Whissendine,Your edits to Whissendine,0
I will be adding summary.,I will be adding summary.,0
"Yep, looks great. Thanks.","Yep, looks great. Thanks.",0
unless you really have to,unless you really have to,0
"Zeal, Sir VG, and S3 2007","Zeal, Sir VG, and S3 2007",0
"Hello Rodent 
68.251.45.6","Hello Rodent 
68.251.45.6",0
"Block 

Please remove the","Block 

Please remove the",0
Isn't he the only author?,Isn't he the only author?,0
